dataset,substudy,recording_id,subject_id,signal_label,modality_family,reference,sampling_hz,physical_dimension,signal_representation,schema_source,verified,notes
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4001E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4001E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4641E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4641E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4641E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4641E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4642E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4642E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4642E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4642E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4642E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4642E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4642E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4642E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4642E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4642E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4642E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4642E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4642E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4642E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4651E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4651E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4651E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4651E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4651E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4651E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4651E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4651E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4651E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4651E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4651E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,DegC,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4651E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4651E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4651E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4652E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4652E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4652E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4652E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4652E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4652E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4652E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4652E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4652E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4652E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4652E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,DegC,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4652E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4652E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4652E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4661E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4661E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4661E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4661E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4661E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4661E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4661E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4661E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4661E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4661E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4661E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4661E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4661E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4661E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4662E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4662E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4662E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4662E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4662E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4662E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4662E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4662E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4662E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4662E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4662E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4662E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4662E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4662E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4671G0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4671G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4671G0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4671G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4671G0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4671G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4671G0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4671G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4671G0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4671G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4671G0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4671G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4671G0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4671G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4672G0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4672G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4672G0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4672G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4672G0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4672G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4672G0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4672G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4672G0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4672G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4672G0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4672G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4672G0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4672G0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4701E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4701E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4701E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4701E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4701E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4701E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4701E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4701E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4701E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4701E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4701E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4701E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4701E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4701E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4702E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4702E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4702E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4702E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4702E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4702E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4702E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4702E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4702E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4702E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4702E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4702E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4702E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4702E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4711E0-PSG.edf,NOT_VERIFIED,EEG Fpz-Cz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4711E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4711E0-PSG.edf,NOT_VERIFIED,EEG Pz-Oz,EEG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4711E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4711E0-PSG.edf,NOT_VERIFIED,EOG horizontal,EOG,encoded in label; anatomical/reference interpretation requires contract review,100,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4711E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4711E0-PSG.edf,NOT_VERIFIED,Resp oro-nasal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4711E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4711E0-PSG.edf,NOT_VERIFIED,EMG submental,EMG,encoded in label; anatomical/reference interpretation requires contract review,1,uV,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4711E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4711E0-PSG.edf,NOT_VERIFIED,Temp rectal,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4711E0-PSG.edf,TRUE,Header-only; no signal samples read.
Sleep-EDF Expanded v1.0.0,NOT_VERIFIED,SC4711E0-PSG.edf,NOT_VERIFIED,Event marker,OTHER,encoded in label; anatomical/reference interpretation requires contract review,1,,SC EMG envelope documented; CAP representation NOT_VERIFIED per channel,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4711E0-PSG.edf,TRUE,Header-only; no signal samples read.
